,textID,text,label,label_text
11220,e1975adfee," I know, thx  But I`ll be ok.",2,positive
4830,3faa077424,"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",2,positive
14833,93338c8415," Yeah, that was my thumb last night. Sorry",0,negative
5344,5810ccfe8c,I`m so dizzy already and I`m only on the third page of chapter 73  *plops head*,0,negative
5202,e7e4b7a321,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,2,positive
21015,ca89ab9431,Gotta be at church by ten for camera meeting  Finally!! =D lol,1,neutral
20264,7048b3a9c0," Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",2,positive
17894,4e3a9d1c15,My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,0,negative
21563,080bb8b0ea, I work tomorrow,1,neutral
12151,4331d5ff24,My twitter is on c r a c k,0,negative
1186,f763af7a90,  hi mariah,1,neutral
3960,4af640d32a,_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,0,negative
3873,12c28b4d30,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,1,neutral
179,796e15046e, Wow- you are sharing some of my long list.,1,neutral
13346,07cb7a9892,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto.",2,positive
18331,9845bab224,what is it with chocolates? i just can never say no,1,neutral
13609,ffac07a79d,"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",2,positive
10370,beb4d5f6e0,"we went, we bought, we conquered! and we came back with the most delicious custard croissant",2,positive
4793,2cb57ce050,got paid nowhere near as much as she thought she would,1,neutral
7436,b99f74037d, it`s ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you,2,positive
13932,e20a4b116f,finally over my sickness.,2,positive
5958,c529737091,: just got home from drews bday.,1,neutral
1800,f1a5dfb54e,Got Six Feet Under series 1 on DVD,1,neutral
20631,0a533e2769,someone has hacked into my emails!! **** off!!,0,negative
9449,a2f6c5cca9,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",0,negative
21143,6d7271eeee,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,0,negative
6038,cbad3c0e37, Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,1,neutral
6502,20256fa065,Searching for Dr. Scholl`s sandal inserts for men. It seems they only make them for women,1,neutral
8221,55105e2b18,"midnight cry.. wish the person I wanted, wanted me right now",1,neutral
21198,ab7bfb0fca, I don`t have a VCR...,1,neutral
2801,b05a2ede62,i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,0,negative
16851,0b313ed47c,"Woke up really late today. Just had breakfast. Planning to stay home, watch TV shows and do nothing. Eat too.",1,neutral
13244,f524018791,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",0,negative
2922,7a9d6b1de2,Had a little romantic date with suzy in uptown,1,neutral
20112,8ac3fe2c9a,  oh man that sucks hardcore! haha good luck finishing up recording,1,neutral
7741,72bd41a87e," hahaha this is super late, but thank you!!",1,neutral
11248,65a6e46687,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies,1,neutral
8469,a219793f12,_asher better.  That wasn`t one of my better summaries,2,positive
20339,a208770a32, in spoke to you yesterday and u didnt respond girl  wassup though!,1,neutral
1245,46b6cb4986,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,0,negative
18735,e5cd1c9bda,_JessicaB_**** yip.....aw gonna miss them on bb,0,negative
4537,ce2c823958, oh too bad! I hope it gets better. I`ve been having sleep issues lately too,1,neutral
4053,6c8c38a2c8,"i finished new moon  in 1 day all up. maybe less, im quite proud, now who wants to lend me eclipse haha",1,neutral
5931,04d0ca7774, ok .... Here 409 is a cleaning soln .... Blah.... Over and out,1,neutral
3239,237f5490a7, I`m so sad I wish I was going to,0,negative
108,30387f6d20,"another week, another org change discussion....",1,neutral
16563,6391d674ac,_Photography Good Morning! Hope you have a great day!!,2,positive
15450,dd4c858ac6,i miss 'mr.',0,negative
15488,9ca3b4e1c0, I want to call you but it would cost to much  But Maybe my parents will say okay =D,1,neutral
19086,cdf726f7fc,"WOW, got killed on first wave of Horde on Gears. FAIL",1,neutral
14174,9f2c7f864f,finally Mike0hh`s birthday <3 can`t wait to **** ruin it,0,negative
11319,11d4c7fc2a, Thank you! Tadi jam 12.30pm,2,positive
18598,1800b2f4b8,is now on twitter.....,1,neutral
5844,59aa18c798,i was an extra. got ready for work for nothing. studying all night,1,neutral
3534,40cf9705ac,It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,0,negative
4394,5aa5003df5, god I need to revise today! I`m so lazy,0,negative
5873,e14d41126f,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",1,neutral
11330,2d8486baf2, hmm Have to admit was a good episode and his man bag was rather fetching,2,positive
20274,06e32ccac1, thanks! You know that happens once in awhile,2,positive
16762,3dfbdeaf79," working on a logo & I keep getting click happy  Its me, not photoshop I dont they have a 'stupid stop clickin' in ps do they?",1,neutral
15539,760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,0,negative
18068,8ae7b5f1f0,"come on, leave Gretel alone now  I liked her doing the #Logies",2,positive
4348,b345cd08df,ugh... hangover. sign that i`m getting old,0,negative
3567,4f01ce294e,causee not everyone can pass the challenge test duh,1,neutral
12491,ae62b7e944, Thanks very much for the #ff  ! My only one today,2,positive
16144,705925df7e,"Alright, so playing cards in the rain wasn`t the smartest idea, and now I might be sick... but it was fun",1,neutral
18891,68b8defce0,tomorrow it`s the final competition,1,neutral
15480,8fddb7d6b9, purrrrs.... ooooh that will do,1,neutral
15249,cc2704e050,"Boss just texted me, I HAVE THE DAY OFF! YES< YES AND YES AGAIN!",1,neutral
5150,92ca5583bf,Off to England during the summer holidays this year.... yay!,2,positive
15054,2c93f937a1,Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,1,neutral
19524,2de05df74d, oh I am so sure they do get everything. They live their like celebrities,2,positive
13424,e7d4f9167b,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,1,neutral
20432,9e29389b44,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech,0,negative
13576,e1f523f6f0,"_Brad oh, cuz id like to use it on a whole heap on bitchy girls I knoww",1,neutral
12805,bdaa1f8325,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don`t deserve to read  #sccr18,0,negative
973,1f6b9cd4fa, aww I miss u too! Haven`t ate,0,negative
12680,7010b79694,ugh blisters on both my big toes and on both my legs and my shoulders are raw as ****. my life sucks right now,0,negative
4299,c62e1ba8ca,Tonight @ 10 on The Northland`s NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don`t miss it!,2,positive
15791,d388f4b3e6,"Okay, now I`m listening to Jonathan Coulton and working. Woo.",1,neutral
3653,4130245871,_Aries Me and that person have something in common then! LOL jk....,1,neutral
5872,00bf1b4448, I WANT YOU ALL HERE WITH ME TOO! Ya`l shoulve gone with RM!,1,neutral
4838,c9100b0595, I know Buffie. I am sitting in my office instead of going to see Ms. Kane. Major bummer,0,negative
7598,2f2f603821,"Have beautiful dreams all, I`m off to snuggle down with my beautiful babies as they are done with the outdoors.",2,positive
7377,6feeed89d9,_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,2,positive
3036,3758dfebd1,Officially Mother Day here HAPPY Mother Day to all the MOMS,2,positive
15292,03ecaa53db, Haahaha omg.. dude I read that and almost choked.. haha thanks,1,neutral
3088,3cd42d40a5," my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon.",1,neutral
14773,071649bc91,Just found out I can`t drink at this bar! Booo missing e1 at palomino`s! No cheers sad face,0,negative
7195,f358d974ae,Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,2,positive
9267,70237730b5,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,0,negative
13049,03202d5628,"Full Time in tonight`s game, Ashington 0 - 5 Whitley Bay",1,neutral
7464,3699d199a3,working my way through this casualties discography.  have to pull weeds later  ...,1,neutral
2825,df54c36011, thank you alot,2,positive
18111,d376f3c7be,"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!",2,positive
6330,41137cb6a6,"i have officially hit the wall, totally nonfunctionalproductive at work",0,negative
10,cd74b1835d, you will be great! Have a wonderful first day,2,positive
10839,531716ef0c,i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',1,neutral
5868,b1e13156a4,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,2,positive
8855,124502697f,Good morning world! I feel really sick.,1,neutral
1426,cd2af1d724, Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.),0,negative
19798,ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",2,positive
11457,fefe14fb2d, hehehehe oh i love the Purate ENglish sooo much,2,positive
19542,a29575e37b,"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",2,positive
20825,3e4dc7ae2a,They don`t know that I like him cause I`ve never ask them bout him.oh well I guess your right. I feel abit better now,1,neutral
4814,5f77487a77,Back to work today but I don`t even mind.,1,neutral
16540,e9c337f756,@_TWEE haha thanks to you that`s my new word for the week! ****,2,positive
17688,8681be6bf3,"this laptop is going to die, its not working!",0,negative
9407,f2a5cff5b2,is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night,1,neutral
21001,cf7297c0a4, Equations and graphs,1,neutral
10585,5399d6cddd,Where art thou ? I miss you!,0,negative
2784,7325265617," Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",1,neutral
21010,759b899f29," yeah real hard, but I know you`ll get by with it... smile",1,neutral
14660,e236c3802d, omg kool. I`m not on the road,1,neutral
8515,5d2a5ba5e1,If someone in the family died you would of heard about it. Duhhhhhh. . .,0,negative
1344,15450ce322,"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i`m way too tired  Goodnight!",0,negative
20267,e3344857c9,Is working allll weeekend,1,neutral
372,7418001c22, fickleness seems appropriate for a Twitter user,0,negative
909,2e08163c57, No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!,0,negative
11798,b36197ce92,Crisis: forgot my fringe comb  I`m with men....no one will help me,0,negative
3399,5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",2,positive
496,d4e19b52bd,peeling so much!!   ..I feel so bad,0,negative
17408,ad4668fb0e," Lol. Thanks, Penny. I`m trying to believe you.",2,positive
16303,b78beab7b8, *hugs*  I`m so sorry.. anything I can do?,2,positive
18281,20ec7c7c32,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,0,negative
15413,52aeaf650d," LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats",1,neutral
12359,8c941bf04f, I got me to watch it.  Recommend some other kickass shows too. Phast!,1,neutral
11662,842953e8a8,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",0,negative
5302,46dac75232,Pshh i dont have it,0,negative
12542,e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,2,positive
11415,e2bb0b25df,is terrible at saving money..,0,negative
1244,9701cbe5f4, was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream,0,negative
4365,ddd56a5d26,borred what everyone doingn check out links on my profile,0,negative
18334,7f0eab1127,Date movie with Nate. Most likely Wolverine.,1,neutral
1195,dc31af2e1a, sounds like a great way to to start mothers day! Enjoy your day,2,positive
2990,054d5c4400, You`re cycling tho` that`s good. Healthy eating  Healthy and eating are a contradiction in terms.,2,positive
4953,29a4bb11d9,"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",1,neutral
1423,010f0d489a, So romantic!!!!I hope you both have an amazing time...and paparazzi don`t follow you!!You need more privacy with Doug  xoxo,2,positive
13267,366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",1,neutral
